Region,Suburb,Value,Date,Measure
,Preston,450.0,,Mar 2023||Median
,Reservoir,405.0,,Mar 2023||Median
,Thomastown-Lalor,385.0,,Mar 2023||Median
,Thornbury,430.0,,Mar 2023||Median
,Whittlesea,440.0,,Mar 2023||Median
,Group Total,430.0,,Mar 2023||Median
Outer Eastern Melbourne,Bayswater,440.0,,Mar 2023||Median
,Boronia,450.0,,Mar 2023||Median
,Croydon-Lilydale,470.0,,Mar 2023||Median
,Ferntree Gully,460.0,,Mar 2023||Median
,Ringwood,450.0,,Mar 2023||Median
,Rowville,510.0,,Mar 2023||Median
,Wantirna-Scoresby,490.0,,Mar 2023||Median
,Yarra Ranges,475.0,,Mar 2023||Median
,Group Total,460.0,,Mar 2023||Median
South Eastern Melbourne,Berwick,470.0,,Mar 2023||Median
,Cranbourne,460.0,,Mar 2023||Median
,Dandenong,370.0,,Mar 2023||Median
,Dandenong North-Endeavour Hills,400.0,,Mar 2023||Median
,Narre Warren-Hampton Park,440.0,,Mar 2023||Median
,Noble Park,390.0,,Mar 2023||Median
,Pakenham,420.0,,Mar 2023||Median
,Springvale,430.0,,Mar 2023||Median
,Group Total,437.0,,Mar 2023||Median
Mornington Peninsula,Dromana-Portsea,520.0,,Mar 2023||Median
,Frankston,450.0,,Mar 2023||Median
,Hastings-Flinders,500.0,,Mar 2023||Median
,Mt Eliza-Mornington-Mt Martha,600.0,,Mar 2023||Median
,Seaford-Carrum Downs,450.0,,Mar 2023||Median
,Group Total,485.0,,Mar 2023||Median
Geelong,Belmont-Grovedale,450.0,,Mar 2023||Median
,Corio,350.0,,Mar 2023||Median
,Geelong-Newcombe,425.0,,Mar 2023||Median
,Herne Hill-Geelong West,420.0,,Mar 2023||Median
,Lara,485.0,,Mar 2023||Median
,Newtown,450.0,,Mar 2023||Median
,North Geelong,430.0,,Mar 2023||Median
,Group Total,430.0,,Mar 2023||Median
Ballarat,Ballarat,360.0,,Mar 2023||Median
,Mount Clear-Buninyong,373.0,,Mar 2023||Median
,Sebastopol-Delacombe,390.0,,Mar 2023||Median
,Wendouree-Alfredton,400.0,,Mar 2023||Median
,Group Total,380.0,,Mar 2023||Median
Bendigo,Bendigo,383.0,,Mar 2023||Median
,Flora Hill-Bendigo East,390.0,,Mar 2023||Median
,Golden Square-Kangaroo Flat,400.0,,Mar 2023||Median
,North Bendigo,405.0,,Mar 2023||Median
,Group Total,400.0,,Mar 2023||Median
Other Regional Centres,Bairnsdale,400.0,,Mar 2023||Median
,Benalla,393.0,,Mar 2023||Median
,Castlemaine,430.0,,Mar 2023||Median
,Echuca,410.0,,Mar 2023||Median
,Hamilton,330.0,,Mar 2023||Median
,Horsham,350.0,,Mar 2023||Median
,Mildura,360.0,,Mar 2023||Median
,Moe-Newborough,320.0,,Mar 2023||Median
,Morwell,320.0,,Mar 2023||Median
,Ocean Grove-Barwon Heads,550.0,,Mar 2023||Median
,Portland,380.0,,Mar 2023||Median
,Sale-Maffra,400.0,,Mar 2023||Median
,Seymour,370.0,,Mar 2023||Median
,Shepparton,375.0,,Mar 2023||Median
,Swan Hill,320.0,,Mar 2023||Median
,Torquay,620.0,,Mar 2023||Median
,Traralgon,385.0,,Mar 2023||Median
,Wanagaratta,380.0,,Mar 2023||Median
,Warragul,440.0,,Mar 2023||Median
,Warrnambool,420.0,,Mar 2023||Median
,Wodonga,410.0,,Mar 2023||Median
,Group Total,390.0,,Mar 2023||Median
Inner Melbourne,Albert Park-Middle Park-West St Kilda,738.0,,Jun 2023||Count
,Armadale,687.0,,Jun 2023||Count
,Carlton North,496.0,,Jun 2023||Count
,Carlton-Parkville,2843.0,,Jun 2023||Count
,CBD-St Kilda Rd,13509.0,,Jun 2023||Count
,Collingwood-Abbotsford,2017.0,,Jun 2023||Count
,Docklands,2750.0,,Jun 2023||Count
,East Melbourne,497.0,,Jun 2023||Count
,East St Kilda,1703.0,,Jun 2023||Count
,Elwood,1475.0,,Jun 2023||Count
,Fitzroy,789.0,,Jun 2023||Count
,Fitzroy North-Clifton Hill,1029.0,,Jun 2023||Count
,Flemington-Kensington,1504.0,,Jun 2023||Count
,North Melbourne-West Melbourne,3001.0,,Jun 2023||Count
,Port Melbourne,1172.0,,Jun 2023||Count
,Prahran-Windsor,2166.0,,Jun 2023||Count
,Richmond-Burnley,2898.0,,Jun 2023||Count
,South Melbourne,1265.0,,Jun 2023||Count
,South Yarra,3439.0,,Jun 2023||Count
,Southbank,4572.0,,Jun 2023||Count
,St Kilda,2645.0,,Jun 2023||Count
,Toorak,688.0,,Jun 2023||Count
,Group Total,51883.0,,Jun 2023||Count
Inner Eastern Melbourne,Balwyn,999.0,,Jun 2023||Count
,Blackburn,887.0,,Jun 2023||Count
,Box Hill,2554.0,,Jun 2023||Count
,Bulleen-Templestowe-Doncaster,1838.0,,Jun 2023||Count
,Burwood-Ashburton,1074.0,,Jun 2023||Count
,Camberwell-Glen Iris,1693.0,,Jun 2023||Count
,Canterbury-Surrey Hills-Mont Albert,726.0,,Jun 2023||Count
,Chadstone-Oakleigh,1214.0,,Jun 2023||Count
,Clayton,2227.0,,Jun 2023||Count
,Doncaster East-Donvale,1033.0,,Jun 2023||Count
,East Hawthorn,1074.0,,Jun 2023||Count
,Glen Waverley-Mulgrave,1940.0,,Jun 2023||Count
,Hawthorn,1724.0,,Jun 2023||Count
,Kew,1032.0,,Jun 2023||Count
,Mount Waverley,929.0,,Jun 2023||Count
,Nunawading-Mitcham,805.0,,Jun 2023||Count
,Vermont-Forest Hill-Burwood East,1036.0,,Jun 2023||Count
,Group Total,22785.0,,Jun 2023||Count
Southern Melbourne,Aspendale-Chelsea-Carrum,1231.0,,Jun 2023||Count
,Bentleigh,2226.0,,Jun 2023||Count
,Brighton,800.0,,Jun 2023||Count
,Brighton East,383.0,,Jun 2023||Count
,Carnegie,1220.0,,Jun 2023||Count
,Caulfield,2512.0,,Jun 2023||Count
,Cheltenham,1826.0,,Jun 2023||Count
,Elsternwick,684.0,,Jun 2023||Count
,Hampton-Beaumaris,1032.0,,Jun 2023||Count
,Malvern,446.0,,Jun 2023||Count
,Malvern East,1058.0,,Jun 2023||Count
,Mentone-Parkdale-Mordialloc,1272.0,,Jun 2023||Count
,Murrumbeena-Hughesdale,798.0,,Jun 2023||Count
,Group Total,15488.0,,Jun 2023||Count
Outer Western Melbourne,Altona,4755.0,,Jun 2023||Count
,Footscray,2145.0,,Jun 2023||Count
,Keilor East-Avondale Heights,1498.0,,Jun 2023||Count
,Melton,3092.0,,Jun 2023||Count
,Newport-Spotswood,759.0,,Jun 2023||Count
,St Albans-Deer Park,1967.0,,Jun 2023||Count
,Sunshine,1501.0,,Jun 2023||Count
,Sydenham,3532.0,,Jun 2023||Count
,Werribee-Hoppers Crossing,8944.0,,Jun 2023||Count
,West Footscray,1475.0,,Jun 2023||Count
,Williamstown,530.0,,Jun 2023||Count
,Yarraville-Seddon,1313.0,,Jun 2023||Count
,Group Total,31511.0,,Jun 2023||Count
North Western Melbourne,Broadmeadows-Roxburgh Park,1573.0,,Jun 2023||Count
,Brunswick,1957.0,,Jun 2023||Count
,Coburg-Pascoe Vale South,1391.0,,Jun 2023||Count
,Craigieburn,2673.0,,Jun 2023||Count
,East Brunswick,1181.0,,Jun 2023||Count
,Essendon,2292.0,,Jun 2023||Count
,Gladstone Park-Tullamarine,574.0,,Jun 2023||Count
,Keilor,47.0,,Jun 2023||Count
,Moonee Ponds-Ascot Vale,1692.0,,Jun 2023||Count
,Oak Park-Glenroy-Fawkner,2038.0,,Jun 2023||Count
,Pascoe Vale-Coburg North,1155.0,,Jun 2023||Count
,Sunbury,845.0,,Jun 2023||Count
,West Brunswick,1198.0,,Jun 2023||Count
,Group Total,18616.0,,Jun 2023||Count
North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,2758.0,,Jun 2023||Count
,Eltham-Research-Montmorency,620.0,,Jun 2023||Count
,Fairfield-Alphington,815.0,,Jun 2023||Count
,Heidelberg-Heidelberg West,1383.0,,Jun 2023||Count
,Ivanhoe-Ivanhoe East,771.0,,Jun 2023||Count
,Mill Park-Epping,2021.0,,Jun 2023||Count
,Northcote,1221.0,,Jun 2023||Count
,Preston,1587.0,,Jun 2023||Count
,Reservoir,2040.0,,Jun 2023||Count
,Thomastown-Lalor,1130.0,,Jun 2023||Count
,Thornbury,1078.0,,Jun 2023||Count
,Whittlesea,1731.0,,Jun 2023||Count
,Group Total,17155.0,,Jun 2023||Count
Outer Eastern Melbourne,Bayswater,577.0,,Jun 2023||Count
,Boronia,663.0,,Jun 2023||Count
,Croydon-Lilydale,2133.0,,Jun 2023||Count
,Ferntree Gully,524.0,,Jun 2023||Count
,Ringwood,1438.0,,Jun 2023||Count
,Rowville,442.0,,Jun 2023||Count
,Wantirna-Scoresby,1039.0,,Jun 2023||Count
,Yarra Ranges,764.0,,Jun 2023||Count
,Group Total,7580.0,,Jun 2023||Count
South Eastern Melbourne,Berwick,2098.0,,Jun 2023||Count
,Cranbourne,4057.0,,Jun 2023||Count
,Dandenong,1850.0,,Jun 2023||Count
,Dandenong North-Endeavour Hills,1130.0,,Jun 2023||Count
,Narre Warren-Hampton Park,2050.0,,Jun 2023||Count
,Noble Park,1160.0,,Jun 2023||Count
,Pakenham,1790.0,,Jun 2023||Count
,Springvale,1707.0,,Jun 2023||Count
,Group Total,15842.0,,Jun 2023||Count
Mornington Peninsula,Dromana-Portsea,1611.0,,Jun 2023||Count
,Frankston,2111.0,,Jun 2023||Count
,Hastings-Flinders,719.0,,Jun 2023||Count
,Mt Eliza-Mornington-Mt Martha,1030.0,,Jun 2023||Count
,Seaford-Carrum Downs,1409.0,,Jun 2023||Count
,Group Total,6880.0,,Jun 2023||Count
Geelong,Belmont-Grovedale,1926.0,,Jun 2023||Count
,Corio,752.0,,Jun 2023||Count
,Geelong-Newcombe,1221.0,,Jun 2023||Count
,Herne Hill-Geelong West,713.0,,Jun 2023||Count
,Lara,490.0,,Jun 2023||Count
,Newtown,300.0,,Jun 2023||Count
,North Geelong,720.0,,Jun 2023||Count
,Group Total,6122.0,,Jun 2023||Count
Ballarat,Ballarat,1475.0,,Jun 2023||Count
,Mount Clear-Buninyong,194.0,,Jun 2023||Count
,Sebastopol-Delacombe,1136.0,,Jun 2023||Count
,Wendouree-Alfredton,1464.0,,Jun 2023||Count
,Group Total,4269.0,,Jun 2023||Count
Bendigo,Bendigo,408.0,,Jun 2023||Count
,Flora Hill-Bendigo East,829.0,,Jun 2023||Count
,Golden Square-Kangaroo Flat,541.0,,Jun 2023||Count
,North Bendigo,896.0,,Jun 2023||Count
,Group Total,2674.0,,Jun 2023||Count
Other Regional Centres,Bairnsdale,361.0,,Jun 2023||Count
,Benalla,415.0,,Jun 2023||Count
,Castlemaine,167.0,,Jun 2023||Count
,Echuca,345.0,,Jun 2023||Count
,Hamilton,231.0,,Jun 2023||Count
,Horsham,584.0,,Jun 2023||Count
,Mildura,1175.0,,Jun 2023||Count
,Moe-Newborough,403.0,,Jun 2023||Count
,Morwell,545.0,,Jun 2023||Count
,Ocean Grove-Barwon Heads,493.0,,Jun 2023||Count
,Portland,308.0,,Jun 2023||Count
,Sale-Maffra,778.0,,Jun 2023||Count
,Seymour,162.0,,Jun 2023||Count
,Shepparton,1325.0,,Jun 2023||Count
,Swan Hill,323.0,,Jun 2023||Count
,Torquay,571.0,,Jun 2023||Count
,Traralgon,922.0,,Jun 2023||Count
,Wanagaratta,555.0,,Jun 2023||Count
,Warragul,542.0,,Jun 2023||Count
,Warrnambool,862.0,,Jun 2023||Count
,Wodonga,1188.0,,Jun 2023||Count
,Group Total,12255.0,,Jun 2023||Count
Inner Melbourne,Albert Park-Middle Park-West St Kilda,555.0,,Jun 2023||Median
,Armadale,500.0,,Jun 2023||Median
,Carlton North,630.0,,Jun 2023||Median
,Carlton-Parkville,530.0,,Jun 2023||Median
,CBD-St Kilda Rd,580.0,,Jun 2023||Median
,Collingwood-Abbotsford,530.0,,Jun 2023||Median
,Docklands,590.0,,Jun 2023||Median
,East Melbourne,555.0,,Jun 2023||Median
,East St Kilda,460.0,,Jun 2023||Median
,Elwood,480.0,,Jun 2023||Median
,Fitzroy,600.0,,Jun 2023||Median
,Fitzroy North-Clifton Hill,600.0,,Jun 2023||Median
,Flemington-Kensington,460.0,,Jun 2023||Median
,North Melbourne-West Melbourne,520.0,,Jun 2023||Median
,Port Melbourne,650.0,,Jun 2023||Median
,Prahran-Windsor,500.0,,Jun 2023||Median
,Richmond-Burnley,580.0,,Jun 2023||Median
,South Melbourne,560.0,,Jun 2023||Median
,South Yarra,510.0,,Jun 2023||Median
,Southbank,590.0,,Jun 2023||Median
,St Kilda,450.0,,Jun 2023||Median
,Toorak,573.0,,Jun 2023||Median
,Group Total,550.0,,Jun 2023||Median
Inner Eastern Melbourne,Balwyn,610.0,,Jun 2023||Median
,Blackburn,480.0,,Jun 2023||Median
,Box Hill,500.0,,Jun 2023||Median
,Bulleen-Templestowe-Doncaster,550.0,,Jun 2023||Median
,Burwood-Ashburton,550.0,,Jun 2023||Median
,Camberwell-Glen Iris,530.0,,Jun 2023||Median
,Canterbury-Surrey Hills-Mont Albert,550.0,,Jun 2023||Median
,Chadstone-Oakleigh,500.0,,Jun 2023||Median
,Clayton,480.0,,Jun 2023||Median
,Doncaster East-Donvale,555.0,,Jun 2023||Median
,East Hawthorn,490.0,,Jun 2023||Median
,Glen Waverley-Mulgrave,570.0,,Jun 2023||Median
,Hawthorn,450.0,,Jun 2023||Median
,Kew,550.0,,Jun 2023||Median
,Mount Waverley,570.0,,Jun 2023||Median
,Nunawading-Mitcham,470.0,,Jun 2023||Median
,Vermont-Forest Hill-Burwood East,530.0,,Jun 2023||Median
,Group Total,520.0,,Jun 2023||Median
Southern Melbourne,Aspendale-Chelsea-Carrum,500.0,,Jun 2023||Median
,Bentleigh,560.0,,Jun 2023||Median
,Brighton,740.0,,Jun 2023||Median
,Brighton East,790.0,,Jun 2023||Median
,Carnegie,450.0,,Jun 2023||Median
,Caulfield,525.0,,Jun 2023||Median
,Cheltenham,510.0,,Jun 2023||Median
,Elsternwick,490.0,,Jun 2023||Median
,Hampton-Beaumaris,650.0,,Jun 2023||Median
,Malvern,548.0,,Jun 2023||Median
,Malvern East,500.0,,Jun 2023||Median
,Mentone-Parkdale-Mordialloc,480.0,,Jun 2023||Median
,Murrumbeena-Hughesdale,460.0,,Jun 2023||Median
,Group Total,530.0,,Jun 2023||Median
Outer Western Melbourne,Altona,450.0,,Jun 2023||Median
,Footscray,430.0,,Jun 2023||Median
,Keilor East-Avondale Heights,450.0,,Jun 2023||Median
,Melton,380.0,,Jun 2023||Median
,Newport-Spotswood,550.0,,Jun 2023||Median
,St Albans-Deer Park,380.0,,Jun 2023||Median
,Sunshine,380.0,,Jun 2023||Median
,Sydenham,430.0,,Jun 2023||Median
,Werribee-Hoppers Crossing,410.0,,Jun 2023||Median
,West Footscray,430.0,,Jun 2023||Median
,Williamstown,575.0,,Jun 2023||Median
,Yarraville-Seddon,510.0,,Jun 2023||Median
,Group Total,420.0,,Jun 2023||Median
North Western Melbourne,Broadmeadows-Roxburgh Park,400.0,,Jun 2023||Median
,Brunswick,510.0,,Jun 2023||Median
,Coburg-Pascoe Vale South,490.0,,Jun 2023||Median
,Craigieburn,430.0,,Jun 2023||Median
,East Brunswick,480.0,,Jun 2023||Median
,Essendon,450.0,,Jun 2023||Median
,Gladstone Park-Tullamarine,430.0,,Jun 2023||Median
,Keilor,480.0,,Jun 2023||Median
,Moonee Ponds-Ascot Vale,485.0,,Jun 2023||Median
,Oak Park-Glenroy-Fawkner,425.0,,Jun 2023||Median
,Pascoe Vale-Coburg North,450.0,,Jun 2023||Median
,Sunbury,425.0,,Jun 2023||Median
,West Brunswick,400.0,,Jun 2023||Median
,Group Total,450.0,,Jun 2023||Median
North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,450.0,,Jun 2023||Median
,Eltham-Research-Montmorency,525.0,,Jun 2023||Median
,Fairfield-Alphington,420.0,,Jun 2023||Median
,Heidelberg-Heidelberg West,460.0,,Jun 2023||Median
,Ivanhoe-Ivanhoe East,480.0,,Jun 2023||Median
,Mill Park-Epping,420.0,,Jun 2023||Median
,Northcote,530.0,,Jun 2023||Median
,Preston,460.0,,Jun 2023||Median
,Reservoir,420.0,,Jun 2023||Median
,Thomastown-Lalor,400.0,,Jun 2023||Median
,Thornbury,450.0,,Jun 2023||Median
,Whittlesea,450.0,,Jun 2023||Median
,Group Total,450.0,,Jun 2023||Median
Outer Eastern Melbourne,Bayswater,450.0,,Jun 2023||Median
,Boronia,450.0,,Jun 2023||Median
,Croydon-Lilydale,480.0,,Jun 2023||Median
,Ferntree Gully,475.0,,Jun 2023||Median
,Ringwood,460.0,,Jun 2023||Median
,Rowville,530.0,,Jun 2023||Median
,Wantirna-Scoresby,510.0,,Jun 2023||Median
,Yarra Ranges,480.0,,Jun 2023||Median
,Group Total,480.0,,Jun 2023||Median
South Eastern Melbourne,Berwick,485.0,,Jun 2023||Median
,Cranbourne,480.0,,Jun 2023||Median
,Dandenong,385.0,,Jun 2023||Median
,Dandenong North-Endeavour Hills,410.0,,Jun 2023||Median
,Narre Warren-Hampton Park,450.0,,Jun 2023||Median
,Noble Park,400.0,,Jun 2023||Median
,Pakenham,435.0,,Jun 2023||Median
,Springvale,450.0,,Jun 2023||Median
,Group Total,450.0,,Jun 2023||Median
Mornington Peninsula,Dromana-Portsea,525.0,,Jun 2023||Median
,Frankston,450.0,,Jun 2023||Median
,Hastings-Flinders,500.0,,Jun 2023||Median
,Mt Eliza-Mornington-Mt Martha,601.0,,Jun 2023||Median
,Seaford-Carrum Downs,450.0,,Jun 2023||Median
,Group Total,495.0,,Jun 2023||Median
Geelong,Belmont-Grovedale,450.0,,Jun 2023||Median
,Corio,360.0,,Jun 2023||Median
,Geelong-Newcombe,430.0,,Jun 2023||Median
,Herne Hill-Geelong West,430.0,,Jun 2023||Median
,Lara,490.0,,Jun 2023||Median
,Newtown,455.0,,Jun 2023||Median
,North Geelong,440.0,,Jun 2023||Median
,Group Total,430.0,,Jun 2023||Median
Ballarat,Ballarat,365.0,,Jun 2023||Median
,Mount Clear-Buninyong,380.0,,Jun 2023||Median
,Sebastopol-Delacombe,395.0,,Jun 2023||Median
,Wendouree-Alfredton,400.0,,Jun 2023||Median
,Group Total,385.0,,Jun 2023||Median
Bendigo,Bendigo,395.0,,Jun 2023||Median
,Flora Hill-Bendigo East,400.0,,Jun 2023||Median
,Golden Square-Kangaroo Flat,410.0,,Jun 2023||Median
,North Bendigo,420.0,,Jun 2023||Median
,Group Total,400.0,,Jun 2023||Median
Other Regional Centres,Bairnsdale,410.0,,Jun 2023||Median
,Benalla,395.0,,Jun 2023||Median
,Castlemaine,420.0,,Jun 2023||Median
,Echuca,410.0,,Jun 2023||Median
,Hamilton,330.0,,Jun 2023||Median
,Horsham,350.0,,Jun 2023||Median
,Mildura,370.0,,Jun 2023||Median
,Moe-Newborough,320.0,,Jun 2023||Median
,Morwell,330.0,,Jun 2023||Median
,Ocean Grove-Barwon Heads,550.0,,Jun 2023||Median
,Portland,400.0,,Jun 2023||Median
,Sale-Maffra,410.0,,Jun 2023||Median
,Seymour,370.0,,Jun 2023||Median
,Shepparton,385.0,,Jun 2023||Median
,Swan Hill,320.0,,Jun 2023||Median
,Torquay,615.0,,Jun 2023||Median
,Traralgon,390.0,,Jun 2023||Median
,Wanagaratta,390.0,,Jun 2023||Median
,Warragul,450.0,,Jun 2023||Median
,Warrnambool,430.0,,Jun 2023||Median
,Wodonga,420.0,,Jun 2023||Median
,Group Total,400.0,,Jun 2023||Median
Inner Melbourne,Albert Park-Middle Park-West St Kilda,729.0,,Sep 2023||Count
,Armadale,639.0,,Sep 2023||Count
,Carlton North,468.0,,Sep 2023||Count
,Carlton-Parkville,2774.0,,Sep 2023||Count
,CBD-St Kilda Rd,13558.0,,Sep 2023||Count
,Collingwood-Abbotsford,1808.0,,Sep 2023||Count
,Docklands,2714.0,,Sep 2023||Count
,East Melbourne,487.0,,Sep 2023||Count
,East St Kilda,1574.0,,Sep 2023||Count
,Elwood,1363.0,,Sep 2023||Count
,Fitzroy,747.0,,Sep 2023||Count
,Fitzroy North-Clifton Hill,965.0,,Sep 2023||Count
,Flemington-Kensington,1479.0,,Sep 2023||Count
,North Melbourne-West Melbourne,2951.0,,Sep 2023||Count
,Port Melbourne,1088.0,,Sep 2023||Count
,Prahran-Windsor,2079.0,,Sep 2023||Count
,Richmond-Burnley,2831.0,,Sep 2023||Count
,South Melbourne,1235.0,,Sep 2023||Count
,South Yarra,3188.0,,Sep 2023||Count
,Southbank,4478.0,,Sep 2023||Count
,St Kilda,2402.0,,Sep 2023||Count
,Toorak,641.0,,Sep 2023||Count
,Group Total,50198.0,,Sep 2023||Count
Inner Eastern Melbourne,Balwyn,952.0,,Sep 2023||Count
,Blackburn,845.0,,Sep 2023||Count
,Box Hill,2451.0,,Sep 2023||Count
,Bulleen-Templestowe-Doncaster,1772.0,,Sep 2023||Count
,Burwood-Ashburton,1063.0,,Sep 2023||Count
,Camberwell-Glen Iris,1627.0,,Sep 2023||Count
,Canterbury-Surrey Hills-Mont Albert,668.0,,Sep 2023||Count
,Chadstone-Oakleigh,1152.0,,Sep 2023||Count
,Clayton,2109.0,,Sep 2023||Count
,Doncaster East-Donvale,1006.0,,Sep 2023||Count
,East Hawthorn,992.0,,Sep 2023||Count
,Glen Waverley-Mulgrave,1893.0,,Sep 2023||Count
,Hawthorn,1587.0,,Sep 2023||Count
,Kew,1004.0,,Sep 2023||Count
,Mount Waverley,887.0,,Sep 2023||Count
,Nunawading-Mitcham,797.0,,Sep 2023||Count
,Vermont-Forest Hill-Burwood East,1053.0,,Sep 2023||Count
,Group Total,21858.0,,Sep 2023||Count
Southern Melbourne,Aspendale-Chelsea-Carrum,1215.0,,Sep 2023||Count
,Bentleigh,2088.0,,Sep 2023||Count
,Brighton,781.0,,Sep 2023||Count
,Brighton East,383.0,,Sep 2023||Count
,Carnegie,1180.0,,Sep 2023||Count
,Caulfield,2465.0,,Sep 2023||Count
,Cheltenham,1755.0,,Sep 2023||Count
,Elsternwick,682.0,,Sep 2023||Count
,Hampton-Beaumaris,980.0,,Sep 2023||Count
,Malvern,419.0,,Sep 2023||Count
,Malvern East,1008.0,,Sep 2023||Count
,Mentone-Parkdale-Mordialloc,1242.0,,Sep 2023||Count
,Murrumbeena-Hughesdale,736.0,,Sep 2023||Count
,Group Total,14934.0,,Sep 2023||Count
Outer Western Melbourne,Altona,4477.0,,Sep 2023||Count
,Footscray,2024.0,,Sep 2023||Count
,Keilor East-Avondale Heights,1404.0,,Sep 2023||Count
,Melton,3110.0,,Sep 2023||Count
,Newport-Spotswood,692.0,,Sep 2023||Count
,St Albans-Deer Park,1882.0,,Sep 2023||Count
,Sunshine,1394.0,,Sep 2023||Count
,Sydenham,3633.0,,Sep 2023||Count
,Werribee-Hoppers Crossing,8747.0,,Sep 2023||Count
,West Footscray,1347.0,,Sep 2023||Count
,Williamstown,482.0,,Sep 2023||Count
,Yarraville-Seddon,1234.0,,Sep 2023||Count
,Group Total,30426.0,,Sep 2023||Count
North Western Melbourne,Broadmeadows-Roxburgh Park,1501.0,,Sep 2023||Count
,Brunswick,1826.0,,Sep 2023||Count
,Coburg-Pascoe Vale South,1274.0,,Sep 2023||Count
,Craigieburn,2578.0,,Sep 2023||Count
,East Brunswick,1112.0,,Sep 2023||Count
,Essendon,2314.0,,Sep 2023||Count
,Gladstone Park-Tullamarine,529.0,,Sep 2023||Count
,Keilor,40.0,,Sep 2023||Count
,Moonee Ponds-Ascot Vale,1657.0,,Sep 2023||Count
,Oak Park-Glenroy-Fawkner,1905.0,,Sep 2023||Count
,Pascoe Vale-Coburg North,1085.0,,Sep 2023||Count
,Sunbury,856.0,,Sep 2023||Count
,West Brunswick,1123.0,,Sep 2023||Count
,Group Total,17800.0,,Sep 2023||Count
North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,2673.0,,Sep 2023||Count
,Eltham-Research-Montmorency,621.0,,Sep 2023||Count
,Fairfield-Alphington,783.0,,Sep 2023||Count
,Heidelberg-Heidelberg West,1388.0,,Sep 2023||Count
,Ivanhoe-Ivanhoe East,757.0,,Sep 2023||Count
,Mill Park-Epping,1951.0,,Sep 2023||Count
,Northcote,1137.0,,Sep 2023||Count
,Preston,1449.0,,Sep 2023||Count
,Reservoir,1923.0,,Sep 2023||Count
,Thomastown-Lalor,1062.0,,Sep 2023||Count
,Thornbury,988.0,,Sep 2023||Count
,Whittlesea,1784.0,,Sep 2023||Count
,Group Total,16516.0,,Sep 2023||Count
Outer Eastern Melbourne,Bayswater,554.0,,Sep 2023||Count
,Boronia,619.0,,Sep 2023||Count
,Croydon-Lilydale,2109.0,,Sep 2023||Count
,Ferntree Gully,537.0,,Sep 2023||Count
,Ringwood,1398.0,,Sep 2023||Count
,Rowville,426.0,,Sep 2023||Count
,Wantirna-Scoresby,1011.0,,Sep 2023||Count
,Yarra Ranges,778.0,,Sep 2023||Count
,Group Total,7432.0,,Sep 2023||Count
South Eastern Melbourne,Berwick,2051.0,,Sep 2023||Count
,Cranbourne,4228.0,,Sep 2023||Count
,Dandenong,1780.0,,Sep 2023||Count
,Dandenong North-Endeavour Hills,1102.0,,Sep 2023||Count
,Narre Warren-Hampton Park,1978.0,,Sep 2023||Count
,Noble Park,1094.0,,Sep 2023||Count
,Pakenham,1742.0,,Sep 2023||Count
,Springvale,1623.0,,Sep 2023||Count
,Group Total,15598.0,,Sep 2023||Count
Mornington Peninsula,Dromana-Portsea,1693.0,,Sep 2023||Count
,Frankston,2091.0,,Sep 2023||Count
,Hastings-Flinders,723.0,,Sep 2023||Count
,Mt Eliza-Mornington-Mt Martha,1068.0,,Sep 2023||Count
,Seaford-Carrum Downs,1423.0,,Sep 2023||Count
,Group Total,6998.0,,Sep 2023||Count
Geelong,Belmont-Grovedale,1935.0,,Sep 2023||Count
,Corio,776.0,,Sep 2023||Count
,Geelong-Newcombe,1227.0,,Sep 2023||Count
,Herne Hill-Geelong West,704.0,,Sep 2023||Count
,Lara,491.0,,Sep 2023||Count
,Newtown,291.0,,Sep 2023||Count
,North Geelong,704.0,,Sep 2023||Count
,Group Total,6128.0,,Sep 2023||Count
Ballarat,Ballarat,1467.0,,Sep 2023||Count
,Mount Clear-Buninyong,192.0,,Sep 2023||Count
,Sebastopol-Delacombe,1173.0,,Sep 2023||Count
,Wendouree-Alfredton,1469.0,,Sep 2023||Count
,Group Total,4301.0,,Sep 2023||Count
Bendigo,Bendigo,371.0,,Sep 2023||Count
,Flora Hill-Bendigo East,814.0,,Sep 2023||Count
,Golden Square-Kangaroo Flat,553.0,,Sep 2023||Count
,North Bendigo,879.0,,Sep 2023||Count
,Group Total,2617.0,,Sep 2023||Count
Other Regional Centres,Bairnsdale,361.0,,Sep 2023||Count
,Benalla,426.0,,Sep 2023||Count
,Castlemaine,168.0,,Sep 2023||Count
,Echuca,339.0,,Sep 2023||Count
,Hamilton,244.0,,Sep 2023||Count
,Horsham,531.0,,Sep 2023||Count
,Mildura,1125.0,,Sep 2023||Count
,Moe-Newborough,414.0,,Sep 2023||Count
,Morwell,542.0,,Sep 2023||Count
,Ocean Grove-Barwon Heads,482.0,,Sep 2023||Count
,Portland,300.0,,Sep 2023||Count
,Sale-Maffra,787.0,,Sep 2023||Count
,Seymour,185.0,,Sep 2023||Count
,Shepparton,1303.0,,Sep 2023||Count
,Swan Hill,319.0,,Sep 2023||Count
,Torquay,578.0,,Sep 2023||Count
,Traralgon,910.0,,Sep 2023||Count
,Wanagaratta,565.0,,Sep 2023||Count
,Warragul,559.0,,Sep 2023||Count
