Region,Suburb,Value,Date,Measure
,Warrnambool,847.0,,Sep 2023||Count
,Wodonga,1165.0,,Sep 2023||Count
,Group Total,12150.0,,Sep 2023||Count
Inner Melbourne,Albert Park-Middle Park-West St Kilda,600.0,,Sep 2023||Median
,Armadale,525.0,,Sep 2023||Median
,Carlton North,650.0,,Sep 2023||Median
,Carlton-Parkville,550.0,,Sep 2023||Median
,CBD-St Kilda Rd,600.0,,Sep 2023||Median
,Collingwood-Abbotsford,550.0,,Sep 2023||Median
,Docklands,610.0,,Sep 2023||Median
,East Melbourne,575.0,,Sep 2023||Median
,East St Kilda,490.0,,Sep 2023||Median
,Elwood,500.0,,Sep 2023||Median
,Fitzroy,605.0,,Sep 2023||Median
,Fitzroy North-Clifton Hill,630.0,,Sep 2023||Median
,Flemington-Kensington,495.0,,Sep 2023||Median
,North Melbourne-West Melbourne,540.0,,Sep 2023||Median
,Port Melbourne,675.0,,Sep 2023||Median
,Prahran-Windsor,520.0,,Sep 2023||Median
,Richmond-Burnley,600.0,,Sep 2023||Median
,South Melbourne,580.0,,Sep 2023||Median
,South Yarra,550.0,,Sep 2023||Median
,Southbank,620.0,,Sep 2023||Median
,St Kilda,460.0,,Sep 2023||Median
,Toorak,595.0,,Sep 2023||Median
,Group Total,580.0,,Sep 2023||Median
Inner Eastern Melbourne,Balwyn,635.0,,Sep 2023||Median
,Blackburn,500.0,,Sep 2023||Median
,Box Hill,540.0,,Sep 2023||Median
,Bulleen-Templestowe-Doncaster,570.0,,Sep 2023||Median
,Burwood-Ashburton,550.0,,Sep 2023||Median
,Camberwell-Glen Iris,570.0,,Sep 2023||Median
,Canterbury-Surrey Hills-Mont Albert,580.0,,Sep 2023||Median
,Chadstone-Oakleigh,520.0,,Sep 2023||Median
,Clayton,500.0,,Sep 2023||Median
,Doncaster East-Donvale,580.0,,Sep 2023||Median
,East Hawthorn,500.0,,Sep 2023||Median
,Glen Waverley-Mulgrave,590.0,,Sep 2023||Median
,Hawthorn,470.0,,Sep 2023||Median
,Kew,595.0,,Sep 2023||Median
,Mount Waverley,600.0,,Sep 2023||Median
,Nunawading-Mitcham,480.0,,Sep 2023||Median
,Vermont-Forest Hill-Burwood East,550.0,,Sep 2023||Median
,Group Total,550.0,,Sep 2023||Median
Southern Melbourne,Aspendale-Chelsea-Carrum,530.0,,Sep 2023||Median
,Bentleigh,590.0,,Sep 2023||Median
,Brighton,770.0,,Sep 2023||Median
,Brighton East,800.0,,Sep 2023||Median
,Carnegie,480.0,,Sep 2023||Median
,Caulfield,550.0,,Sep 2023||Median
,Cheltenham,525.0,,Sep 2023||Median
,Elsternwick,510.0,,Sep 2023||Median
,Hampton-Beaumaris,680.0,,Sep 2023||Median
,Malvern,585.0,,Sep 2023||Median
,Malvern East,530.0,,Sep 2023||Median
,Mentone-Parkdale-Mordialloc,500.0,,Sep 2023||Median
,Murrumbeena-Hughesdale,480.0,,Sep 2023||Median
,Group Total,550.0,,Sep 2023||Median
Outer Western Melbourne,Altona,470.0,,Sep 2023||Median
,Footscray,450.0,,Sep 2023||Median
,Keilor East-Avondale Heights,470.0,,Sep 2023||Median
,Melton,395.0,,Sep 2023||Median
,Newport-Spotswood,550.0,,Sep 2023||Median
,St Albans-Deer Park,390.0,,Sep 2023||Median
,Sunshine,400.0,,Sep 2023||Median
,Sydenham,450.0,,Sep 2023||Median
,Werribee-Hoppers Crossing,426.0,,Sep 2023||Median
,West Footscray,450.0,,Sep 2023||Median
,Williamstown,600.0,,Sep 2023||Median
,Yarraville-Seddon,530.0,,Sep 2023||Median
,Group Total,435.0,,Sep 2023||Median
North Western Melbourne,Broadmeadows-Roxburgh Park,420.0,,Sep 2023||Median
,Brunswick,540.0,,Sep 2023||Median
,Coburg-Pascoe Vale South,500.0,,Sep 2023||Median
,Craigieburn,450.0,,Sep 2023||Median
,East Brunswick,500.0,,Sep 2023||Median
,Essendon,465.0,,Sep 2023||Median
,Gladstone Park-Tullamarine,440.0,,Sep 2023||Median
,Keilor,510.0,,Sep 2023||Median
,Moonee Ponds-Ascot Vale,500.0,,Sep 2023||Median
,Oak Park-Glenroy-Fawkner,450.0,,Sep 2023||Median
,Pascoe Vale-Coburg North,470.0,,Sep 2023||Median
,Sunbury,440.0,,Sep 2023||Median
,West Brunswick,420.0,,Sep 2023||Median
,Group Total,460.0,,Sep 2023||Median
North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,470.0,,Sep 2023||Median
,Eltham-Research-Montmorency,525.0,,Sep 2023||Median
,Fairfield-Alphington,425.0,,Sep 2023||Median
,Heidelberg-Heidelberg West,480.0,,Sep 2023||Median
,Ivanhoe-Ivanhoe East,505.0,,Sep 2023||Median
,Mill Park-Epping,430.0,,Sep 2023||Median
,Northcote,550.0,,Sep 2023||Median
,Preston,480.0,,Sep 2023||Median
,Reservoir,430.0,,Sep 2023||Median
,Thomastown-Lalor,410.0,,Sep 2023||Median
,Thornbury,473.0,,Sep 2023||Median
,Whittlesea,465.0,,Sep 2023||Median
,Group Total,460.0,,Sep 2023||Median
Outer Eastern Melbourne,Bayswater,470.0,,Sep 2023||Median
,Boronia,460.0,,Sep 2023||Median
,Croydon-Lilydale,500.0,,Sep 2023||Median
,Ferntree Gully,490.0,,Sep 2023||Median
,Ringwood,470.0,,Sep 2023||Median
,Rowville,550.0,,Sep 2023||Median
,Wantirna-Scoresby,530.0,,Sep 2023||Median
,Yarra Ranges,490.0,,Sep 2023||Median
,Group Total,495.0,,Sep 2023||Median
South Eastern Melbourne,Berwick,500.0,,Sep 2023||Median
,Cranbourne,490.0,,Sep 2023||Median
,Dandenong,400.0,,Sep 2023||Median
,Dandenong North-Endeavour Hills,420.0,,Sep 2023||Median
,Narre Warren-Hampton Park,460.0,,Sep 2023||Median
,Noble Park,415.0,,Sep 2023||Median
,Pakenham,450.0,,Sep 2023||Median
,Springvale,460.0,,Sep 2023||Median
,Group Total,470.0,,Sep 2023||Median
Mornington Peninsula,Dromana-Portsea,530.0,,Sep 2023||Median
,Frankston,462.0,,Sep 2023||Median
,Hastings-Flinders,500.0,,Sep 2023||Median
,Mt Eliza-Mornington-Mt Martha,606.0,,Sep 2023||Median
,Seaford-Carrum Downs,470.0,,Sep 2023||Median
,Group Total,500.0,,Sep 2023||Median
Geelong,Belmont-Grovedale,460.0,,Sep 2023||Median
,Corio,365.0,,Sep 2023||Median
,Geelong-Newcombe,430.0,,Sep 2023||Median
,Herne Hill-Geelong West,430.0,,Sep 2023||Median
,Lara,500.0,,Sep 2023||Median
,Newtown,475.0,,Sep 2023||Median
,North Geelong,440.0,,Sep 2023||Median
,Group Total,440.0,,Sep 2023||Median
Ballarat,Ballarat,370.0,,Sep 2023||Median
,Mount Clear-Buninyong,380.0,,Sep 2023||Median
,Sebastopol-Delacombe,400.0,,Sep 2023||Median
,Wendouree-Alfredton,410.0,,Sep 2023||Median
,Group Total,390.0,,Sep 2023||Median
Bendigo,Bendigo,400.0,,Sep 2023||Median
,Flora Hill-Bendigo East,400.0,,Sep 2023||Median
,Golden Square-Kangaroo Flat,420.0,,Sep 2023||Median
,North Bendigo,430.0,,Sep 2023||Median
,Group Total,420.0,,Sep 2023||Median
Other Regional Centres,Bairnsdale,410.0,,Sep 2023||Median
,Benalla,400.0,,Sep 2023||Median
,Castlemaine,420.0,,Sep 2023||Median
,Echuca,420.0,,Sep 2023||Median
,Hamilton,335.0,,Sep 2023||Median
,Horsham,350.0,,Sep 2023||Median
,Mildura,380.0,,Sep 2023||Median
,Moe-Newborough,330.0,,Sep 2023||Median
,Morwell,340.0,,Sep 2023||Median
,Ocean Grove-Barwon Heads,550.0,,Sep 2023||Median
,Portland,400.0,,Sep 2023||Median
,Sale-Maffra,410.0,,Sep 2023||Median
,Seymour,380.0,,Sep 2023||Median
,Shepparton,390.0,,Sep 2023||Median
,Swan Hill,340.0,,Sep 2023||Median
,Torquay,625.0,,Sep 2023||Median
,Traralgon,390.0,,Sep 2023||Median
,Wanagaratta,390.0,,Sep 2023||Median
,Warragul,450.0,,Sep 2023||Median
,Warrnambool,450.0,,Sep 2023||Median
,Wodonga,420.0,,Sep 2023||Median
,Group Total,400.0,,Sep 2023||Median
Inner Melbourne,Albert Park-Middle Park-West St Kilda,719.0,,Dec 2023||Count
,Armadale,594.0,,Dec 2023||Count
,Carlton North,419.0,,Dec 2023||Count
,Carlton-Parkville,2753.0,,Dec 2023||Count
,CBD-St Kilda Rd,13583.0,,Dec 2023||Count
,Collingwood-Abbotsford,1756.0,,Dec 2023||Count
,Docklands,2665.0,,Dec 2023||Count
,East Melbourne,462.0,,Dec 2023||Count
,East St Kilda,1483.0,,Dec 2023||Count
,Elwood,1261.0,,Dec 2023||Count
,Fitzroy,682.0,,Dec 2023||Count
,Fitzroy North-Clifton Hill,892.0,,Dec 2023||Count
,Flemington-Kensington,1425.0,,Dec 2023||Count
,North Melbourne-West Melbourne,2913.0,,Dec 2023||Count
,Port Melbourne,1095.0,,Dec 2023||Count
,Prahran-Windsor,1972.0,,Dec 2023||Count
,Richmond-Burnley,2703.0,,Dec 2023||Count
,South Melbourne,1230.0,,Dec 2023||Count
,South Yarra,3123.0,,Dec 2023||Count
,Southbank,4331.0,,Dec 2023||Count
,St Kilda,2290.0,,Dec 2023||Count
,Toorak,608.0,,Dec 2023||Count
,Group Total,48959.0,,Dec 2023||Count
Inner Eastern Melbourne,Balwyn,933.0,,Dec 2023||Count
,Blackburn,850.0,,Dec 2023||Count
,Box Hill,2394.0,,Dec 2023||Count
,Bulleen-Templestowe-Doncaster,1710.0,,Dec 2023||Count
,Burwood-Ashburton,1032.0,,Dec 2023||Count
,Camberwell-Glen Iris,1565.0,,Dec 2023||Count
,Canterbury-Surrey Hills-Mont Albert,641.0,,Dec 2023||Count
,Chadstone-Oakleigh,1083.0,,Dec 2023||Count
,Clayton,2018.0,,Dec 2023||Count
,Doncaster East-Donvale,955.0,,Dec 2023||Count
,East Hawthorn,930.0,,Dec 2023||Count
,Glen Waverley-Mulgrave,1849.0,,Dec 2023||Count
,Hawthorn,1481.0,,Dec 2023||Count
,Kew,915.0,,Dec 2023||Count
,Mount Waverley,852.0,,Dec 2023||Count
,Nunawading-Mitcham,771.0,,Dec 2023||Count
,Vermont-Forest Hill-Burwood East,1063.0,,Dec 2023||Count
,Group Total,21042.0,,Dec 2023||Count
Southern Melbourne,Aspendale-Chelsea-Carrum,1194.0,,Dec 2023||Count
,Bentleigh,2064.0,,Dec 2023||Count
,Brighton,776.0,,Dec 2023||Count
,Brighton East,368.0,,Dec 2023||Count
,Carnegie,1181.0,,Dec 2023||Count
,Caulfield,2306.0,,Dec 2023||Count
,Cheltenham,1693.0,,Dec 2023||Count
,Elsternwick,632.0,,Dec 2023||Count
,Hampton-Beaumaris,979.0,,Dec 2023||Count
,Malvern,413.0,,Dec 2023||Count
,Malvern East,986.0,,Dec 2023||Count
,Mentone-Parkdale-Mordialloc,1161.0,,Dec 2023||Count
,Murrumbeena-Hughesdale,728.0,,Dec 2023||Count
,Group Total,14481.0,,Dec 2023||Count
Outer Western Melbourne,Altona,4285.0,,Dec 2023||Count
,Footscray,1914.0,,Dec 2023||Count
,Keilor East-Avondale Heights,1318.0,,Dec 2023||Count
,Melton,3099.0,,Dec 2023||Count
,Newport-Spotswood,674.0,,Dec 2023||Count
,St Albans-Deer Park,1793.0,,Dec 2023||Count
,Sunshine,1332.0,,Dec 2023||Count
,Sydenham,3728.0,,Dec 2023||Count
,Werribee-Hoppers Crossing,8614.0,,Dec 2023||Count
,West Footscray,1291.0,,Dec 2023||Count
,Williamstown,437.0,,Dec 2023||Count
,Yarraville-Seddon,1151.0,,Dec 2023||Count
,Group Total,29636.0,,Dec 2023||Count
North Western Melbourne,Broadmeadows-Roxburgh Park,1464.0,,Dec 2023||Count
,Brunswick,1789.0,,Dec 2023||Count
,Coburg-Pascoe Vale South,1177.0,,Dec 2023||Count
,Craigieburn,2571.0,,Dec 2023||Count
,East Brunswick,1119.0,,Dec 2023||Count
,Essendon,2259.0,,Dec 2023||Count
,Gladstone Park-Tullamarine,542.0,,Dec 2023||Count
,Keilor,38.0,,Dec 2023||Count
,Moonee Ponds-Ascot Vale,1655.0,,Dec 2023||Count
,Oak Park-Glenroy-Fawkner,1796.0,,Dec 2023||Count
,Pascoe Vale-Coburg North,1030.0,,Dec 2023||Count
,Sunbury,881.0,,Dec 2023||Count
,West Brunswick,1046.0,,Dec 2023||Count
,Group Total,17367.0,,Dec 2023||Count
North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,2569.0,,Dec 2023||Count
,Eltham-Research-Montmorency,581.0,,Dec 2023||Count
,Fairfield-Alphington,624.0,,Dec 2023||Count
,Heidelberg-Heidelberg West,1361.0,,Dec 2023||Count
,Ivanhoe-Ivanhoe East,758.0,,Dec 2023||Count
,Mill Park-Epping,1851.0,,Dec 2023||Count
,Northcote,1084.0,,Dec 2023||Count
,Preston,1462.0,,Dec 2023||Count
,Reservoir,1737.0,,Dec 2023||Count
,Thomastown-Lalor,1011.0,,Dec 2023||Count
,Thornbury,918.0,,Dec 2023||Count
,Whittlesea,1784.0,,Dec 2023||Count
,Group Total,15740.0,,Dec 2023||Count
Outer Eastern Melbourne,Bayswater,537.0,,Dec 2023||Count
,Boronia,603.0,,Dec 2023||Count
,Croydon-Lilydale,2035.0,,Dec 2023||Count
,Ferntree Gully,519.0,,Dec 2023||Count
,Ringwood,1364.0,,Dec 2023||Count
,Rowville,402.0,,Dec 2023||Count
,Wantirna-Scoresby,966.0,,Dec 2023||Count
,Yarra Ranges,785.0,,Dec 2023||Count
,Group Total,7211.0,,Dec 2023||Count
South Eastern Melbourne,Berwick,2016.0,,Dec 2023||Count
,Cranbourne,4285.0,,Dec 2023||Count
,Dandenong,1685.0,,Dec 2023||Count
,Dandenong North-Endeavour Hills,1064.0,,Dec 2023||Count
,Narre Warren-Hampton Park,1890.0,,Dec 2023||Count
,Noble Park,1062.0,,Dec 2023||Count
,Pakenham,1730.0,,Dec 2023||Count
,Springvale,1545.0,,Dec 2023||Count
,Group Total,15277.0,,Dec 2023||Count
Mornington Peninsula,Dromana-Portsea,1741.0,,Dec 2023||Count
,Frankston,2081.0,,Dec 2023||Count
,Hastings-Flinders,696.0,,Dec 2023||Count
,Mt Eliza-Mornington-Mt Martha,1071.0,,Dec 2023||Count
,Seaford-Carrum Downs,1403.0,,Dec 2023||Count
,Group Total,6992.0,,Dec 2023||Count
Geelong,Belmont-Grovedale,1912.0,,Dec 2023||Count
,Corio,798.0,,Dec 2023||Count
,Geelong-Newcombe,1159.0,,Dec 2023||Count
,Herne Hill-Geelong West,701.0,,Dec 2023||Count
,Lara,507.0,,Dec 2023||Count
,Newtown,372.0,,Dec 2023||Count
,North Geelong,695.0,,Dec 2023||Count
,Group Total,6144.0,,Dec 2023||Count
Ballarat,Ballarat,1420.0,,Dec 2023||Count
,Mount Clear-Buninyong,188.0,,Dec 2023||Count
,Sebastopol-Delacombe,1271.0,,Dec 2023||Count
,Wendouree-Alfredton,1472.0,,Dec 2023||Count
,Group Total,4351.0,,Dec 2023||Count
Bendigo,Bendigo,366.0,,Dec 2023||Count
,Flora Hill-Bendigo East,823.0,,Dec 2023||Count
,Golden Square-Kangaroo Flat,535.0,,Dec 2023||Count
,North Bendigo,872.0,,Dec 2023||Count
,Group Total,2596.0,,Dec 2023||Count
Other Regional Centres,Bairnsdale,353.0,,Dec 2023||Count
,Benalla,426.0,,Dec 2023||Count
,Castlemaine,180.0,,Dec 2023||Count
,Echuca,340.0,,Dec 2023||Count
,Hamilton,233.0,,Dec 2023||Count
,Horsham,514.0,,Dec 2023||Count
,Mildura,1139.0,,Dec 2023||Count
,Moe-Newborough,440.0,,Dec 2023||Count
,Morwell,571.0,,Dec 2023||Count
,Ocean Grove-Barwon Heads,495.0,,Dec 2023||Count
,Portland,304.0,,Dec 2023||Count
,Sale-Maffra,765.0,,Dec 2023||Count
,Seymour,200.0,,Dec 2023||Count
,Shepparton,1297.0,,Dec 2023||Count
,Swan Hill,323.0,,Dec 2023||Count
,Torquay,586.0,,Dec 2023||Count
,Traralgon,881.0,,Dec 2023||Count
,Wanagaratta,593.0,,Dec 2023||Count
,Warragul,545.0,,Dec 2023||Count
,Warrnambool,846.0,,Dec 2023||Count
,Wodonga,1157.0,,Dec 2023||Count
,Group Total,12188.0,,Dec 2023||Count
Inner Melbourne,Albert Park-Middle Park-West St Kilda,600.0,,Dec 2023||Median
,Armadale,560.0,,Dec 2023||Median
,Carlton North,670.0,,Dec 2023||Median
,Carlton-Parkville,550.0,,Dec 2023||Median
,CBD-St Kilda Rd,620.0,,Dec 2023||Median
,Collingwood-Abbotsford,580.0,,Dec 2023||Median
,Docklands,630.0,,Dec 2023||Median
,East Melbourne,595.0,,Dec 2023||Median
,East St Kilda,500.0,,Dec 2023||Median
,Elwood,520.0,,Dec 2023||Median
,Fitzroy,630.0,,Dec 2023||Median
,Fitzroy North-Clifton Hill,650.0,,Dec 2023||Median
,Flemington-Kensington,500.0,,Dec 2023||Median
,North Melbourne-West Melbourne,550.0,,Dec 2023||Median
,Port Melbourne,675.0,,Dec 2023||Median
,Prahran-Windsor,550.0,,Dec 2023||Median
,Richmond-Burnley,620.0,,Dec 2023||Median
,South Melbourne,600.0,,Dec 2023||Median
,South Yarra,565.0,,Dec 2023||Median
,Southbank,630.0,,Dec 2023||Median
,St Kilda,481.0,,Dec 2023||Median
,Toorak,600.0,,Dec 2023||Median
,Group Total,600.0,,Dec 2023||Median
Inner Eastern Melbourne,Balwyn,650.0,,Dec 2023||Median
,Blackburn,520.0,,Dec 2023||Median
,Box Hill,550.0,,Dec 2023||Median
,Bulleen-Templestowe-Doncaster,600.0,,Dec 2023||Median
,Burwood-Ashburton,560.0,,Dec 2023||Median
,Camberwell-Glen Iris,595.0,,Dec 2023||Median
,Canterbury-Surrey Hills-Mont Albert,600.0,,Dec 2023||Median
,Chadstone-Oakleigh,550.0,,Dec 2023||Median
,Clayton,520.0,,Dec 2023||Median
,Doncaster East-Donvale,600.0,,Dec 2023||Median
,East Hawthorn,533.0,,Dec 2023||Median
,Glen Waverley-Mulgrave,610.0,,Dec 2023||Median
,Hawthorn,495.0,,Dec 2023||Median
,Kew,610.0,,Dec 2023||Median
,Mount Waverley,600.0,,Dec 2023||Median
,Nunawading-Mitcham,495.0,,Dec 2023||Median
,Vermont-Forest Hill-Burwood East,560.0,,Dec 2023||Median
,Group Total,560.0,,Dec 2023||Median
Southern Melbourne,Aspendale-Chelsea-Carrum,550.0,,Dec 2023||Median
,Bentleigh,600.0,,Dec 2023||Median
,Brighton,805.0,,Dec 2023||Median
,Brighton East,800.0,,Dec 2023||Median
,Carnegie,505.0,,Dec 2023||Median
,Caulfield,580.0,,Dec 2023||Median
,Cheltenham,550.0,,Dec 2023||Median
,Elsternwick,550.0,,Dec 2023||Median
,Hampton-Beaumaris,695.0,,Dec 2023||Median
,Malvern,585.0,,Dec 2023||Median
,Malvern East,550.0,,Dec 2023||Median
,Mentone-Parkdale-Mordialloc,520.0,,Dec 2023||Median
,Murrumbeena-Hughesdale,498.0,,Dec 2023||Median
,Group Total,575.0,,Dec 2023||Median
Outer Western Melbourne,Altona,490.0,,Dec 2023||Median
,Footscray,470.0,,Dec 2023||Median
,Keilor East-Avondale Heights,480.0,,Dec 2023||Median
,Melton,410.0,,Dec 2023||Median
,Newport-Spotswood,550.0,,Dec 2023||Median
,St Albans-Deer Park,400.0,,Dec 2023||Median
,Sunshine,420.0,,Dec 2023||Median
,Sydenham,450.0,,Dec 2023||Median
,Werribee-Hoppers Crossing,450.0,,Dec 2023||Median
,West Footscray,470.0,,Dec 2023||Median
,Williamstown,595.0,,Dec 2023||Median
,Yarraville-Seddon,550.0,,Dec 2023||Median
,Group Total,450.0,,Dec 2023||Median
North Western Melbourne,Broadmeadows-Roxburgh Park,450.0,,Dec 2023||Median
,Brunswick,550.0,,Dec 2023||Median
,Coburg-Pascoe Vale South,530.0,,Dec 2023||Median
,Craigieburn,460.0,,Dec 2023||Median
,East Brunswick,520.0,,Dec 2023||Median
,Essendon,490.0,,Dec 2023||Median
,Gladstone Park-Tullamarine,450.0,,Dec 2023||Median
,Keilor,515.0,,Dec 2023||Median
,Moonee Ponds-Ascot Vale,500.0,,Dec 2023||Median
,Oak Park-Glenroy-Fawkner,470.0,,Dec 2023||Median
,Pascoe Vale-Coburg North,490.0,,Dec 2023||Median
,Sunbury,450.0,,Dec 2023||Median
,West Brunswick,450.0,,Dec 2023||Median
,Group Total,480.0,,Dec 2023||Median
North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,490.0,,Dec 2023||Median
,Eltham-Research-Montmorency,540.0,,Dec 2023||Median
,Fairfield-Alphington,480.0,,Dec 2023||Median
,Heidelberg-Heidelberg West,495.0,,Dec 2023||Median
,Ivanhoe-Ivanhoe East,525.0,,Dec 2023||Median
,Mill Park-Epping,450.0,,Dec 2023||Median
,Northcote,580.0,,Dec 2023||Median
,Preston,500.0,,Dec 2023||Median
,Reservoir,450.0,,Dec 2023||Median
,Thomastown-Lalor,430.0,,Dec 2023||Median
,Thornbury,500.0,,Dec 2023||Median
,Whittlesea,480.0,,Dec 2023||Median
,Group Total,480.0,,Dec 2023||Median
Outer Eastern Melbourne,Bayswater,485.0,,Dec 2023||Median
,Boronia,480.0,,Dec 2023||Median
,Croydon-Lilydale,510.0,,Dec 2023||Median
,Ferntree Gully,500.0,,Dec 2023||Median
,Ringwood,490.0,,Dec 2023||Median
,Rowville,550.0,,Dec 2023||Median
,Wantirna-Scoresby,550.0,,Dec 2023||Median
,Yarra Ranges,500.0,,Dec 2023||Median
,Group Total,500.0,,Dec 2023||Median
South Eastern Melbourne,Berwick,520.0,,Dec 2023||Median
,Cranbourne,500.0,,Dec 2023||Median
,Dandenong,420.0,,Dec 2023||Median
,Dandenong North-Endeavour Hills,450.0,,Dec 2023||Median
,Narre Warren-Hampton Park,480.0,,Dec 2023||Median
,Noble Park,440.0,,Dec 2023||Median
,Pakenham,470.0,,Dec 2023||Median
,Springvale,485.0,,Dec 2023||Median
,Group Total,480.0,,Dec 2023||Median
Mornington Peninsula,Dromana-Portsea,530.0,,Dec 2023||Median
,Frankston,475.0,,Dec 2023||Median
,Hastings-Flinders,510.0,,Dec 2023||Median
,Mt Eliza-Mornington-Mt Martha,622.0,,Dec 2023||Median
,Seaford-Carrum Downs,480.0,,Dec 2023||Median
,Group Total,500.0,,Dec 2023||Median
Geelong,Belmont-Grovedale,470.0,,Dec 2023||Median
,Corio,370.0,,Dec 2023||Median
,Geelong-Newcombe,440.0,,Dec 2023||Median
,Herne Hill-Geelong West,440.0,,Dec 2023||Median
,Lara,500.0,,Dec 2023||Median
,Newtown,475.0,,Dec 2023||Median
,North Geelong,450.0,,Dec 2023||Median
,Group Total,450.0,,Dec 2023||Median
Ballarat,Ballarat,380.0,,Dec 2023||Median
,Mount Clear-Buninyong,383.0,,Dec 2023||Median
,Sebastopol-Delacombe,415.0,,Dec 2023||Median
,Wendouree-Alfredton,415.0,,Dec 2023||Median
,Group Total,400.0,,Dec 2023||Median
Bendigo,Bendigo,410.0,,Dec 2023||Median
,Flora Hill-Bendigo East,410.0,,Dec 2023||Median
,Golden Square-Kangaroo Flat,420.0,,Dec 2023||Median
,North Bendigo,440.0,,Dec 2023||Median
,Group Total,420.0,,Dec 2023||Median
Other Regional Centres,Bairnsdale,420.0,,Dec 2023||Median
,Benalla,400.0,,Dec 2023||Median
,Castlemaine,430.0,,Dec 2023||Median
,Echuca,430.0,,Dec 2023||Median
,Hamilton,340.0,,Dec 2023||Median
,Horsham,360.0,,Dec 2023||Median
,Mildura,380.0,,Dec 2023||Median
,Moe-Newborough,340.0,,Dec 2023||Median
,Morwell,340.0,,Dec 2023||Median
,Ocean Grove-Barwon Heads,550.0,,Dec 2023||Median
,Portland,400.0,,Dec 2023||Median
,Sale-Maffra,420.0,,Dec 2023||Median
,Seymour,380.0,,Dec 2023||Median
,Shepparton,390.0,,Dec 2023||Median
,Swan Hill,350.0,,Dec 2023||Median
,Torquay,628.0,,Dec 2023||Median
,Traralgon,395.0,,Dec 2023||Median
,Wanagaratta,395.0,,Dec 2023||Median
,Warragul,460.0,,Dec 2023||Median
,Warrnambool,460.0,,Dec 2023||Median
,Wodonga,430.0,,Dec 2023||Median
,Group Total,400.0,,Dec 2023||Median
Inner Melbourne,Albert Park-Middle Park-West St Kilda,677.0,,Mar 2024||Count
,Armadale,572.0,,Mar 2024||Count
,Carlton North,391.0,,Mar 2024||Count
,Carlton-Parkville,2711.0,,Mar 2024||Count
,CBD-St Kilda Rd,13883.0,,Mar 2024||Count
,Collingwood-Abbotsford,1749.0,,Mar 2024||Count
,Docklands,2687.0,,Mar 2024||Count
,East Melbourne,464.0,,Mar 2024||Count
,East St Kilda,1450.0,,Mar 2024||Count
,Elwood,1236.0,,Mar 2024||Count
,Fitzroy,646.0,,Mar 2024||Count
,Fitzroy North-Clifton Hill,866.0,,Mar 2024||Count
,Flemington-Kensington,1368.0,,Mar 2024||Count
,North Melbourne-West Melbourne,3006.0,,Mar 2024||Count
,Port Melbourne,1076.0,,Mar 2024||Count
,Prahran-Windsor,2038.0,,Mar 2024||Count
,Richmond-Burnley,2526.0,,Mar 2024||Count
,South Melbourne,1181.0,,Mar 2024||Count
,South Yarra,3057.0,,Mar 2024||Count
,Southbank,4276.0,,Mar 2024||Count
,St Kilda,2295.0,,Mar 2024||Count
,Toorak,584.0,,Mar 2024||Count
,Group Total,48739.0,,Mar 2024||Count
Inner Eastern Melbourne,Balwyn,918.0,,Mar 2024||Count
,Blackburn,889.0,,Mar 2024||Count
,Box Hill,2381.0,,Mar 2024||Count
,Bulleen-Templestowe-Doncaster,1772.0,,Mar 2024||Count
,Burwood-Ashburton,1015.0,,Mar 2024||Count
,Camberwell-Glen Iris,1504.0,,Mar 2024||Count
,Canterbury-Surrey Hills-Mont Albert,655.0,,Mar 2024||Count
,Chadstone-Oakleigh,1065.0,,Mar 2024||Count
,Clayton,1987.0,,Mar 2024||Count
,Doncaster East-Donvale,984.0,,Mar 2024||Count
,East Hawthorn,869.0,,Mar 2024||Count
,Glen Waverley-Mulgrave,1827.0,,Mar 2024||Count
,Hawthorn,1445.0,,Mar 2024||Count
,Kew,906.0,,Mar 2024||Count
,Mount Waverley,841.0,,Mar 2024||Count
,Nunawading-Mitcham,769.0,,Mar 2024||Count
,Vermont-Forest Hill-Burwood East,1051.0,,Mar 2024||Count
,Group Total,20878.0,,Mar 2024||Count
Southern Melbourne,Aspendale-Chelsea-Carrum,1135.0,,Mar 2024||Count
,Bentleigh,2000.0,,Mar 2024||Count
,Brighton,807.0,,Mar 2024||Count
,Brighton East,360.0,,Mar 2024||Count
,Carnegie,1143.0,,Mar 2024||Count
,Caulfield,2234.0,,Mar 2024||Count
,Cheltenham,1564.0,,Mar 2024||Count
,Elsternwick,615.0,,Mar 2024||Count
,Hampton-Beaumaris,1045.0,,Mar 2024||Count
,Malvern,409.0,,Mar 2024||Count
,Malvern East,888.0,,Mar 2024||Count
,Mentone-Parkdale-Mordialloc,1098.0,,Mar 2024||Count
,Murrumbeena-Hughesdale,703.0,,Mar 2024||Count
,Group Total,14001.0,,Mar 2024||Count
Outer Western Melbourne,Altona,4224.0,,Mar 2024||Count
,Footscray,1908.0,,Mar 2024||Count
,Keilor East-Avondale Heights,1259.0,,Mar 2024||Count
,Melton,3142.0,,Mar 2024||Count
,Newport-Spotswood,743.0,,Mar 2024||Count
,St Albans-Deer Park,1713.0,,Mar 2024||Count
,Sunshine,1281.0,,Mar 2024||Count
,Sydenham,3862.0,,Mar 2024||Count
,Werribee-Hoppers Crossing,8464.0,,Mar 2024||Count
